,item,pos,PosScore,NegScore,total_score
579,angstreaktion,n,0.125,-0.75,-0.625
580,angststörung,n,0.125,-0.5,-0.375
581,anguidae,n,0.0,-0.125,-0.125
582,anguis,n,0.0,-0.125,-0.125
583,anhalten,a,0.062,-0.312,-0.25
584,anhaltende übertretung,n,0.0,-0.625,-0.625
585,anhängerkupplung,n,0.083,-0.16699999999999998,-0.083
586,anigozanthos manglesii,n,0.0,-0.125,-0.125
587,anil,a,0.0,-0.125,-0.125
588,anima,n,0.0,-0.125,-0.125
589,animalia,n,0.0,-0.125,-0.125
590,animation,n,0.33299999999999996,-0.0,0.33299999999999996
591,animator,n,0.125,-0.0,0.125
592,animieren,a,0.625,-0.125,0.5
593,animiert,v,0.21899999999999997,-0.062,0.156
594,animus,n,0.25,-0.375,-0.125
595,anionisch,n,0.0,-0.5,-0.5
596,anklagbar,v,0.0,-0.25,-0.25
597,anklage,n,0.083,-0.45799999999999996,-0.375
598,anklagen,v,0.0,-0.25,-0.25
599,anklagend,a,0.0,-0.5,-0.5
600,ankläger,n,0.125,-0.375,-0.25
601,ankündigung,n,0.375,-0.0,0.375
602,ankurbeln,v,0.125,-0.0,0.125
603,ankylose,n,0.0,-0.125,-0.125
604,anlagegut,n,0.625,-0.0,0.625
605,anmachen,v,0.312,-0.203,0.109
606,anmaßend,a,0.0,-0.375,-0.375
607,anmaßung,n,0.125,-0.375,-0.25
608,anmut,n,0.608,0.0,0.608
609,anmutig,r,0.344,-0.062,0.281
610,annäherung,n,0.16699999999999998,-0.146,0.021
611,annahme,n,0.25,-0.062,0.188
612,annehmbarkeit,n,0.5,-0.25,0.25
613,annehmen,v,0.20800000000000002,-0.0,0.20800000000000002
614,annehmlichkeit,n,0.625,-0.0,0.625
615,annullieren,v,0.0,-0.375,-0.375
616,annulliert,a,0.0,-0.25,-0.25
617,anomalie,n,0.109,-0.25,-0.141
618,anomie,n,0.0,-0.5,-0.5
619,anomische aphasie,n,0.0,-0.5,-0.5
620,anonym,r,0.031,-0.43799999999999994,-0.40700000000000003
621,anonymität,n,0.0,-0.125,-0.125
622,anorchie,n,0.0,-0.5,-0.5
623,anorchismus,n,0.0,-0.5,-0.5
624,anordnung,n,0.125,-0.25,-0.125
625,anorektisch,a,0.0,-0.41700000000000004,-0.41700000000000004
626,anorexie,n,0.125,-0.75,-0.625
627,anorganisch,a,0.0,-0.125,-0.125
628,anorgasmie,n,0.0,-0.5,-0.5
629,anostraca,n,0.0,-0.125,-0.125
630,anoxämisch,a,0.0,-0.25,-0.25
631,anpassen,v,0.25,-0.0,0.25
632,anpassungsfähig,a,0.5,-0.062,0.43799999999999994
633,anpassungsfähigkeit,n,0.25,-0.0,0.25
634,anprangern,v,0.0,-0.25,-0.25
635,anprobieren,n,0.125,0.0,0.125
636,anrechnung,n,0.0,-0.125,-0.125
637,anregend,a,0.33299999999999996,-0.0,0.33299999999999996
638,anreiz,n,0.25,0.0,0.25
639,anrichte,n,0.125,-0.0,0.125
640,anruf,v,0.203,-0.125,0.078
641,anrufer,n,0.312,-0.188,0.125
642,ansässig,a,0.0,-0.75,-0.75
643,ansatz,n,0.25,-0.16699999999999998,0.083
644,ansäuern,v,0.0,-0.125,-0.125
645,anschauen,n,0.125,-0.0,0.125
646,anschein,n,0.0,-0.375,-0.375
647,anscheinend,r,0.5,-0.062,0.43799999999999994
648,anschließbar,a,0.5,-0.0,0.5
649,anschlüsse,n,0.125,-0.0,0.125
650,anschwellen,v,0.2,-0.325,-0.125
651,ansehen,v,0.25,-0.0,0.25
652,anser,n,0.0,-0.125,-0.125
653,anseres,n,0.125,-0.0,0.125
654,anspannung,n,0.0,-0.25,-0.25
655,anspielend,a,0.375,-0.25,0.125
656,anspielung,n,0.188,-0.312,-0.125
657,ansporn,v,0.312,0.0,0.312
658,ansprechend,r,0.41700000000000004,0.0,0.41700000000000004
659,anspruch,n,0.083,-0.125,-0.042
660,anspruchslos,a,0.25,-0.5,-0.25
661,anspruchslosigkeit,n,0.25,-0.5,-0.25
662,anspruchsvoll,a,0.366,-0.107,0.259
663,anstand,n,0.6409999999999999,-0.015,0.625
664,anständig,r,0.354,0.0,0.354
665,ansteckend,a,0.025,-0.5,-0.475
666,ansteckung,n,0.0,-0.5,-0.5
667,anstifter,n,0.0,-0.5,-0.5
668,anstiftung,n,0.0,-0.5,-0.5
669,anstoß,n,0.125,-0.0,0.125
670,anstößigkeit,n,0.125,-0.75,-0.625
671,anstrengend,a,0.10400000000000001,-0.396,-0.29100000000000004
672,anstrengung,n,0.083,-0.41700000000000004,-0.33299999999999996
673,ansturm,n,0.0,-0.75,-0.75
674,antagonisieren,v,0.25,-0.5,-0.25
675,antagonismus,n,0.188,-0.25,-0.062
676,antagonistisch,a,0.25,-0.469,-0.21899999999999997
677,antarktis,n,0.0,-0.125,-0.125
678,antarktischer kontinent,n,0.0,-0.125,-0.125
679,anteil,n,0.125,-0.062,0.062
680,antepartum,a,0.0,-0.125,-0.125
681,anterograde,a,0.0,-0.125,-0.125
682,anthrazitkohle,n,0.0,-0.125,-0.125
683,anthropoid,n,0.125,-0.125,0.0
684,anthropoidal,a,0.125,-0.125,0.0
685,anthropophagie,n,0.0,-0.125,-0.125
686,anti,n,0.0,-0.375,-0.375
687,anti-impotenz-medikament,n,0.125,-0.25,-0.125
688,anti-übernahmeabwehr,n,0.0,-0.25,-0.25
689,antibakteriell,n,0.625,-0.0,0.625
690,antibiotikum,n,0.125,0.0,0.125
691,antidepressivum,n,0.0,-0.125,-0.125
692,antidiabetikum,n,0.125,-0.25,-0.125
693,antidiluvianischer patriarch,n,0.0,-0.125,-0.125
694,antiemetikum,n,0.0,-0.125,-0.125
695,antike,n,0.125,-0.125,0.0
696,antikörper,n,0.125,0.0,0.125
697,antikrebs,a,0.0,-0.25,-0.25
698,antimycin,n,0.0,-0.125,-0.125
699,antiophthalmischer faktor,n,0.125,-0.25,-0.125
700,antiparallel,a,0.0,-0.125,-0.125
701,antipathie,n,0.062,-0.5,-0.43799999999999994
702,antipathisch,a,0.25,-0.75,-0.5
703,antiperniziöser anämiefaktor,n,0.0,-0.25,-0.25
704,antipersonen,a,0.0,-0.25,-0.25
705,antiphlogistikum,n,0.0,-0.125,-0.125
706,antiphrase,n,0.0,-0.25,-0.25
707,antiprotozoen,n,0.0,-0.125,-0.125
708,antiprotozoen-medikament,n,0.0,-0.125,-0.125
709,antipyrese,n,0.0,-0.25,-0.25
710,antiquieren,v,0.0,-0.25,-0.25
711,antisemitismus,n,0.0,-0.375,-0.375
712,antiseptikum,a,0.43799999999999994,-0.375,0.062
713,antithyreose,a,0.0,-0.125,-0.125
714,antitumor,a,0.0,-0.25,-0.25
715,antivenen,n,0.0,-0.125,-0.125
716,antivenin,n,0.0,-0.125,-0.125
717,antizipator,n,0.125,-0.125,0.0
718,antrieb,a,0.75,-0.0,0.75
719,antworten,v,0.156,-0.25,-0.094
720,anuretisch,a,0.0,-0.25,-0.25
721,anurisch,a,0.0,-0.25,-0.25
722,anvertrauen,v,0.45799999999999996,0.0,0.45799999999999996
723,anwaltskanzlei,n,0.125,-0.0,0.125
724,anweisen,v,0.312,-0.0,0.312
725,anweisung,n,0.25,-0.0,0.25
726,anwendbar,a,0.406,0.0,0.406
727,anwendbarkeit,n,0.25,-0.0,0.25
728,anwenden,v,0.125,-0.031,0.094
729,anwendung,n,0.312,-0.125,0.188
730,anwidern,v,0.0,-0.125,-0.125
731,anzahl,v,0.156,-0.031,0.125
732,anzeige,n,0.125,-0.0,0.125
733,anziehen,v,0.625,-0.0,0.625
734,anziehend,r,0.375,-0.0,0.375
735,anziehungspunkt,n,0.375,-0.0,0.375
736,apathie,n,0.0,-0.43799999999999994,-0.43799999999999994
737,apathisch,r,0.156,-0.531,-0.375
738,aphakisch,n,0.0,-0.43799999999999994,-0.43799999999999994
739,aphasie,n,0.0,-0.375,-0.375
740,aphasisch,a,0.0,-0.625,-0.625
741,aphotisch,a,0.125,-0.25,-0.125
742,aphyllanthaceae,n,0.0,-0.25,-0.25
743,apish,a,0.0,-0.5,-0.5
744,aplacophoran,n,0.0,-0.125,-0.125
745,aplastische anämie,n,0.0,-0.5,-0.5
746,apodal,a,0.0,-0.125,-0.125
747,apodös,a,0.0,-0.125,-0.125
748,apokalypse,n,0.0,-0.5,-0.5
749,apokalyptisch,a,0.0,-0.125,-0.125
750,apomiktisch,a,0.0,-0.625,-0.625
751,apomorphin,n,0.0,-0.125,-0.125
752,apoplektiform,a,0.125,-0.25,-0.125
753,apoplektisch,a,0.125,-0.25,-0.125
754,apostat,n,0.0,-0.625,-0.625
755,apostel der heiden,n,0.0,-0.125,-0.125
756,apostel paul,n,0.0,-0.125,-0.125
757,appetitlich,a,0.425,-0.1,0.325
758,appetitlichkeit,n,0.0,-0.25,-0.25
759,appetitlosigkeit,n,0.0,-0.25,-0.25
760,applaudierbar,a,0.625,-0.0,0.625
761,apraxie,n,0.125,-0.625,-0.5
762,apraxisch,a,0.125,-0.625,-0.5
763,apterös,a,0.0,-0.125,-0.125
764,aquaphobie,n,0.125,-0.125,0.0
765,äquatorial,a,0.0,-0.125,-0.125
766,äquipotent,a,0.25,-0.0,0.25
767,äquivalent,n,0.125,-0.0,0.125
768,arachnophobie,n,0.0,-0.125,-0.125
769,arariba,n,0.125,-0.125,0.0
770,araroba,n,0.0,-0.125,-0.125
771,arbeit,v,0.0,-0.125,-0.125
772,arbeit machen,n,0.125,-0.125,0.0
773,arbeiten,a,0.0,-0.375,-0.375
774,arbeiterentschädigung,n,0.0,-0.5,-0.5
775,arbeitsbelastung,n,0.0,-0.25,-0.25
776,arbeitsintensiv,a,0.0,-0.5,-0.5
777,arbeitslos,a,0.0,-0.672,-0.672
778,arbeitslose,n,0.0,-0.25,-0.25
779,arbeitslosigkeit,n,0.0,-0.625,-0.625
780,arbeitsunfähig,a,0.0,-0.5,-0.5
781,arcella,n,0.125,-0.25,-0.125
782,archaisch,a,0.125,-0.5,-0.375
783,archaismus,n,0.0,-0.125,-0.125
784,archaistisch,a,0.375,-0.5,-0.125
785,archaizismus,n,0.0,-0.125,-0.125
786,arctiidae,n,0.0,-0.125,-0.125
787,argentinisches hämorrhagisches fieber,n,0.0,-0.25,-0.25
788,ärger,n,0.022000000000000002,-0.285,-0.263
789,ärgerlich,a,0.033,-0.46299999999999997,-0.429
790,ärgern,v,0.031,-0.532,-0.501
791,ärgerte sich,a,0.0,-0.625,-0.625
792,argh,slang,0.0,-0.375,-0.375
793,arginin,n,0.0,-0.5,-0.5
794,arglistig,a,0.25,-0.625,-0.375
795,arglos,a,0.5,-0.25,0.25
796,argonaut,n,0.188,-0.125,0.062
797,argonauta,n,0.0,-0.125,-0.125
798,argumentation,n,0.188,-0.0,0.188
799,aristoteles,n,0.125,-0.125,0.0
800,arität,n,0.125,-0.125,0.0
801,arktis,n,0.0,-0.43799999999999994,-0.43799999999999994
802,arm,a,0.025,-0.6,-0.575
803,armageddon,n,0.0,-0.75,-0.75
804,armeewurm,n,0.0,-0.156,-0.156
805,ärmellos,a,0.0,-0.5,-0.5
806,armenhaus,n,0.0,-0.125,-0.125
807,armerikanischer cheddar,n,0.0,-0.125,-0.125
808,armselig,a,0.125,-0.5,-0.375
809,armseligkeit,n,0.188,-0.562,-0.375
810,ärmsten,a,0.025,-0.6,-0.775
811,armut,n,0.062,-0.45299999999999996,-0.391
812,aroma,n,0.5,-0.25,0.25
813,aromatisch,a,0.375,-0.125,0.25
814,array,n,0.083,-0.083,0.0
815,arrhythmie,n,0.0,-0.125,-0.125
816,arrhythmisch,a,0.0,-0.5,-0.5
817,arrogant,a,0.0,-0.75,-0.75
818,arroganz,n,0.0,-0.75,-0.75
819,arrogator,n,0.0,-0.5,-0.5
820,arrogieren,v,0.0,-0.5,-0.5
821,arsch,n,0.0,-0.25,-0.25
822,arschküsser,n,0.25,-0.375,-0.125
823,arschloch,n,0.0,-0.45799999999999996,-0.45799999999999996
824,artemis pontica,n,0.0,-0.125,-0.125
825,arthritis,n,0.0,-0.25,-0.25
826,arthritisch,n,0.0,-0.125,-0.125
827,artikulieren,v,0.083,-0.375,-0.292
828,artikuliert,r,0.125,-0.0,0.125
829,arzneimittel,n,0.25,-0.0,0.25
830,asbestose,n,0.0,-0.5,-0.5
831,aschenputtel,n,0.0,-0.5,-0.5
832,aschfahl,a,0.125,-0.25,-0.125
833,asexuell,a,0.0,-0.625,-0.625
834,äsop,n,0.0,-0.125,-0.125
835,asozial,a,0.062,-0.43799999999999994,-0.375
836,asperger-syndrom,n,0.0,-0.5,-0.5
837,aspirieren,v,0.125,-0.125,0.0
838,assgeier,n,0.0,-0.125,-0.125
839,assimilativ,a,0.0,-0.75,-0.75
840,assimilieren,a,0.125,-0.0,0.125
841,assoziierbar,a,0.625,-0.0,0.625
842,assoziierbarkeit,n,0.25,0.0,0.25
843,aster ptarmicoides,n,0.0,-0.125,-0.125
844,asthenie,n,0.0,-0.5,-0.5
845,asthenisch,a,0.188,-0.25,-0.062
846,asthenischer typ,n,0.0,-0.125,-0.125
847,asthenosphäre,n,0.0,-0.25,-0.25
848,ästhetik,n,0.20800000000000002,-0.20800000000000002,0.0
849,ästhetisch,a,0.508,0.0,0.508
850,asthma,n,0.125,-0.5,-0.375
851,asthmaanfall,n,0.125,-0.5,-0.375
852,asthmatiker,n,0.0,-0.75,-0.75
853,astig,a,0.125,-0.292,-0.16699999999999998
854,astomatös,a,0.0,-0.5,-0.5
855,astrophysiker,n,0.0,-0.125,-0.125
856,astylar,a,0.0,-0.25,-0.25
857,asura,n,0.0,-0.25,-0.25
858,asyl,n,0.062,-0.312,-0.25
859,asymmetrie,n,0.0,-0.375,-0.375
860,asymmetrisch,r,0.0,-0.406,-0.406
861,asymptomatisch,a,0.375,-0.625,-0.25
862,asynchron,a,0.0,-0.625,-0.625
863,asyndetisch,a,0.0,-0.25,-0.25
864,asynergisch,a,0.0,-0.125,-0.125
865,atabrine,n,0.0,-0.125,-0.125
866,ataktisch,a,0.125,-0.375,-0.25
867,ataktische aphasie,n,0.0,-0.125,-0.125
868,ataractic agent,n,0.0,-0.25,-0.25
869,ataraktische droge,n,0.0,-0.25,-0.25
870,atemberaubend,a,0.45799999999999996,-0.083,0.375
871,atemlos,a,0.040999999999999995,-0.41700000000000004,-0.375
872,atemlosigkeit,n,0.0,-0.25,-0.25
873,atemnot,n,0.0,-0.833,-0.833
874,atemnotsyndrom,n,0.0,-0.75,-0.75
875,atempause,n,0.0,-0.125,-0.125
876,atemwegserkrankung,n,0.0,-0.25,-0.25
877,atmen,v,0.146,-0.040999999999999995,0.10400000000000001
878,atmosphärische erscheinung,n,0.0,-0.25,-0.25
879,atonalität,n,0.0,-0.25,-0.25
880,atonie,n,0.0,-0.5,-0.5
881,atonisch,a,0.0,-0.5,-0.5
882,atriumseptumdefekt,n,0.0,-0.125,-0.125
883,atrophie,n,0.0,-0.312,-0.312
884,atrophiert,a,0.0,-0.125,-0.125
885,atrophisch,a,0.0,-0.125,-0.125
886,attacke,n,0.062,-0.312,-0.25
887,attackierend,a,0.0,-0.25,-0.25
888,attestiert,a,0.5,-0.25,0.25
889,attraktion,n,0.625,-0.25,0.375
890,attraktiv,r,0.5,0.0,0.5
891,attraktivität,n,0.594,-0.062,0.532
892,attributiv,r,0.25,-0.0,0.25
893,attrition,n,0.125,-0.33299999999999996,-0.20800000000000002
894,atypisch,r,0.125,-0.25,-0.125
895,ätzend,a,0.083,-0.354,-0.271
896,auerhahn,v,0.0,-0.5,-0.5
897,aufblähen,v,0.0,-0.75,-0.75
898,aufblasen,v,0.25,-0.312,-0.062
899,aufbleiben,v,0.0,-0.75,-0.75
900,aufblühen,v,0.125,-0.0,0.125
901,aufbrausen,v,0.0,-0.25,-0.25
902,aufbrausend,a,0.0,-0.375,-0.375
903,aufbrechen,v,0.0,-0.5,-0.5
904,aufdrängen,v,0.0,-0.188,-0.188
905,aufdringlich,a,0.05,-0.425,-0.375
906,aufdringlichkeit,n,0.0,-0.43799999999999994,-0.43799999999999994
907,aufeinanderfolgenden,a,0.042,-0.25,-0.20800000000000002
908,aufenthalt,n,0.625,-0.0,0.625
909,auferlegen,v,0.0,-0.625,-0.625
910,auferlegt,a,0.0,-0.125,-0.125
911,aufessen,v,0.125,-0.0,0.125
912,auffallen,v,0.375,-0.25,0.125
913,auffallend,r,0.125,0.0,0.125
914,auffällig,a,0.22899999999999998,-0.08800000000000001,0.14
915,auffälligkeit,n,0.313,-0.146,0.16699999999999998
916,auffindbar,a,0.625,-0.0,0.625
917,auffrischen,v,0.25,-0.0,0.25
918,auffüllen,v,0.188,-0.188,0.0
919,aufgabe,v,0.10400000000000001,-0.29100000000000004,-0.187
920,aufgeblasen,a,0.0,-0.312,-0.312
921,aufgeblasenheit,n,0.0,-0.75,-0.75
922,aufgeführt,v,0.0,-0.125,-0.125
923,aufgegeben,a,0.0,-0.125,-0.125
924,aufgeknöpft,a,0.0,-0.43799999999999994,-0.43799999999999994
925,aufgeladen,a,0.5,-0.25,0.25
926,aufgelegt,a,0.0,-0.875,-0.875
927,aufgemotzt,a,0.0,-0.25,-0.25
928,aufgenommen,a,0.5,-0.375,0.125
929,aufgepeppt,a,0.25,-0.0,0.25
930,aufgepumpt,a,0.0,-0.375,-0.375
931,aufgeraut,a,0.0,-0.125,-0.125
932,aufgeregt,a,0.188,-0.203,-0.016
933,aufgeschlitzt,a,0.062,-0.188,-0.125
934,aufgeschlossen,a,0.41600000000000004,-0.10400000000000001,0.312
935,aufgetaut,a,0.0,-0.43799999999999994,-0.43799999999999994
936,aufgewühlt,a,0.083,-0.41700000000000004,-0.33299999999999996
937,aufhängen,v,0.062,-0.125,-0.062
938,aufheben,v,0.125,-0.125,0.0
939,aufhellen,v,0.188,0.0,0.188
940,aufholen,v,0.062,-0.25,-0.188
941,aufhören,v,0.0,-0.375,-0.375
942,aufklärung,n,0.0,-0.625,-0.625
943,aufkleben,a,0.0,-0.5,-0.5
944,aufkommen,v,0.125,-0.083,0.042
945,auflegen,n,0.25,-0.125,0.125
946,aufleuchten,v,0.125,-0.0,0.125
947,auflösbar,a,0.375,-0.062,0.312
948,auflösen,v,0.292,-0.25,0.042
949,auflösend,n,0.125,-0.0,0.125
950,auflösung,n,0.5,-0.25,0.25
951,aufmerksam,r,0.375,-0.01,0.365
952,aufmerksamkeit,n,0.5,-0.0,0.5
953,aufmerksamkeitsdefizitstörung,n,0.0,-0.375,-0.375
954,aufmerksamkeitsdefizitsyndrom,n,0.0,-0.375,-0.375
955,aufmunternd,r,0.375,-0.0,0.375
956,aufnahme,n,0.125,-0.0,0.125
957,aufnehmen,v,0.16699999999999998,-0.042,0.125
958,aufpassen,n,0.5,-0.0,0.5
959,aufpeppen,v,0.25,0.0,0.25
960,aufrecht,r,0.5,0.0,0.5
961,aufregend,a,0.287,-0.075,0.212
962,aufregung,n,0.265,-0.344,-0.078
963,aufreißen,v,0.0,-0.25,-0.25
964,aufrichtig,a,0.5,0.0,0.5
965,aufrichtigkeit,n,0.43799999999999994,-0.21899999999999997,0.21899999999999997
966,aufruf,n,0.125,-0.5,-0.375
967,aufrufen,v,0.062,-0.125,-0.062
968,aufruhr,n,0.073,-0.41700000000000004,-0.344
969,aufrühren,v,0.188,-0.25,-0.062
970,aufrührer,,0.0,-0.5,-0.5
971,aufrührerisch,r,0.062,-0.396,-0.33299999999999996
972,aufrütteln,v,0.25,-0.562,-0.312
973,aufsässigkeit,n,0.125,-0.375,-0.25
974,aufsatz,v,0.188,-0.125,0.062
975,aufschieben,v,0.042,-0.542,-0.5
976,aufschiebend,a,0.25,-0.375,-0.125
977,aufschlussreich,a,0.542,0.0,0.542
978,aufschnüren,v,0.125,-0.0,0.125
979,aufschrei,v,0.125,-0.5,-0.375
980,aufschreiben,n,0.125,-0.0,0.125
981,aufschub,n,0.042,-0.292,-0.25
982,aufschwung,v,0.125,-0.156,-0.031
983,aufsetzen,v,0.156,-0.125,0.031
984,aufsicht,n,0.09300000000000001,-0.25,-0.157
985,aufspielen,v,0.0,-0.375,-0.375
986,aufstand,v,0.125,-0.625,-0.5
987,aufständischer,n,0.0,-0.5,-0.5
988,aufstapeln,v,0.0,-0.125,-0.125
989,aufsteckbar,a,0.5,-0.0,0.5
990,aufstecken,n,0.25,-0.0,0.25
991,aufstehen,v,0.172,-0.125,0.047
992,aufsteigen,v,0.125,-0.0,0.125
993,aufsteigend,a,0.354,-0.20800000000000002,0.146
994,aufstellen,v,0.188,-0.25,-0.062
995,aufstrebend,a,0.125,-0.125,0.0
996,auftauchen,n,0.125,-0.063,0.062
997,auftauen,n,0.125,-0.0,0.125
998,auftreffen,n,0.125,-0.0,0.125
999,auftrieb,n,0.33299999999999996,-0.083,0.25
1000,auftrumpfen,a,0.0,-0.625,-0.625
1001,aufwachen,v,0.306,-0.111,0.195
1002,aufwand,n,0.0,-0.25,-0.25
1003,aufwändig,r,0.0,-0.125,-0.125
1004,aufwärmen,v,0.0,-0.375,-0.375
1005,aufwärts,a,0.25,-0.0,0.25
1006,aufwenden,v,0.25,-0.0,0.25
1007,aufwendig,r,0.375,-0.25,0.125
1008,aufwertung,n,0.188,0.0,0.188
1009,aufwischen,v,0.25,-0.125,0.125
1010,aufwühlen,v,0.125,-0.625,-0.5
1011,aufziehen,v,0.125,-0.0,0.125
1012,aufzucht,n,0.125,-0.0,0.125
1013,aufzug,v,0.125,-0.15,-0.025
1014,augen täuschen,a,0.0,-0.5,-0.5
1015,augenbinde,v,0.125,-0.25,-0.125
1016,augenblicklich,a,0.125,-0.0,0.125
1017,augeninfektion,n,0.0,-0.125,-0.125
1018,augenlos,a,0.125,-0.25,-0.125
1019,augenöffner,n,0.25,-0.375,-0.125
1020,aus dem jahr,n,0.125,-0.312,-0.188
1021,aus heiterem himmel,r,0.0,-0.188,-0.188
1022,ausbaggern,v,0.0,-0.5,-0.5
1023,ausbalanciert,a,0.125,-0.0,0.125
1024,ausbeute,v,0.156,-0.125,0.031
1025,ausbeuten,v,0.0,-0.375,-0.375
1026,ausblasen,v,0.188,-0.188,0.0
1027,ausblenden,v,0.021,-0.146,-0.125
1028,ausblühend,a,0.125,-0.0,0.125
1029,ausblühungen,n,0.375,-0.0,0.375
1030,ausbrechen,v,0.042,-0.125,-0.083
1031,ausbruch,n,0.083,-0.16699999999999998,-0.083
1032,ausbuchung,v,0.0,-0.625,-0.625
1033,ausdauer,n,0.16699999999999998,-0.083,0.083
1034,ausdauernd,a,0.625,-0.0,0.625
1035,ausdehnung,n,0.25,-0.5,-0.25
1036,ausdrückbar,a,0.625,-0.0,0.625
1037,ausdrücken,v,0.042,-0.222,-0.18100000000000002
1038,ausdrücklich,r,0.0,-0.25,-0.25
1039,ausdrucksfähigkeit,n,0.25,-0.25,0.0
1040,ausdruckslos,a,0.25,-0.35,-0.1
1041,ausdrucksvoll,a,0.375,-0.125,0.25
1042,ausdünnen,v,0.0,-0.125,-0.125
1043,auseinander brechen,v,0.0,-0.375,-0.375
1044,auseinanderfallen,v,0.0,-0.375,-0.375
1045,auseinandersetzung,n,0.125,-0.5,-0.375
1046,ausfahren,v,0.125,-0.0,0.125
1047,ausfall,n,0.0,-0.375,-0.375
1048,ausfallen,v,0.0,-0.292,-0.292
1049,ausfallsicher,a,0.25,-0.41700000000000004,-0.16699999999999998
1050,ausflug,v,0.125,-0.203,-0.078
1051,ausführbar,a,0.22899999999999998,-0.312,-0.084
1052,ausführbarkeit,n,0.625,-0.0,0.625
1053,ausführen,v,0.062,-0.125,-0.062
1054,ausführlich,r,0.375,-0.0,0.375
1055,ausführlichkeit,n,0.375,-0.188,0.188
1056,ausführung,n,0.0,-0.375,-0.375
1057,ausfüllen,v,0.083,-0.16699999999999998,-0.083
1058,ausgangssperre,n,0.0,-0.25,-0.25
1059,ausgearbeitet,a,0.5,-0.0,0.5
1060,ausgebrannt,a,0.0,-0.875,-0.875
1061,ausgebreitet,a,0.125,-0.0,0.125
1062,ausgedörrt,a,0.0,-0.25,-0.25
1063,ausgedrückt,a,0.5,-0.0,0.5
1064,ausgefallen,a,0.0,-0.25,-0.25
1065,ausgefallenheit,n,0.125,-0.0,0.125
1066,ausgeflippt,a,0.125,-0.25,-0.125
1067,ausgefranst,a,0.0,-0.25,-0.25
1068,ausgeglichen,a,0.312,0.0,0.312
1069,ausgehungert,a,0.125,-0.5,-0.375
1070,ausgelassen,a,0.125,0.0,0.125
1071,ausgelassenheit,n,0.375,-0.062,0.312
1072,ausgelaugt,v,0.0,-0.25,-0.25
1073,ausgelöscht,a,0.015,-0.297,-0.281
1074,ausgenutzt,a,0.0,-0.375,-0.375
1075,ausgepackt,a,0.062,-0.562,-0.5
1076,ausgereift,v,0.5,-0.25,0.25
1077,ausgerottet,a,0.125,-0.375,-0.25
1078,ausgeruht,a,0.25,-0.0,0.25
1079,ausgerüstet,a,0.0,-0.25,-0.25
1080,ausgeschlagen,a,0.0,-0.875,-0.875
1081,ausgeschnitten,v,0.125,-0.0,0.125
1082,ausgesetzt,a,0.062,-0.625,-0.562
1083,ausgespielt,a,0.375,-0.25,0.125
1084,ausgesprochen,a,0.32799999999999996,-0.078,0.25
1085,ausgestattet,a,0.25,0.0,0.25
1086,ausgestopft,a,0.0,-0.375,-0.375
1087,ausgestorben,a,0.0,-0.312,-0.312
1088,ausgestrahlt,a,0.0,-0.125,-0.125
1089,ausgetauscht,a,0.125,-0.25,-0.125
1090,ausgetrickst,a,0.0,-0.125,-0.125
1091,ausgewachsen,a,0.5,-0.0,0.5
1092,ausgewählt,a,0.125,-0.0,0.125
1093,ausgewaschen,a,0.25,-0.312,-0.062
1094,ausgewogen,a,0.312,-0.188,0.125
1095,ausgezeichnet,a,0.542,0.0,0.542
1096,ausgezogen,a,0.062,-0.281,-0.218
1097,ausgießer,n,0.0,-0.25,-0.25
1098,ausgrenzung,v,0.0,-0.25,-0.25
1099,aushalten,v,0.312,-0.188,0.125
1100,aushängen,v,0.0,-0.125,-0.125
1101,aushängeschild,n,0.125,-0.0,0.125
1102,aushärten,n,0.125,-0.0,0.125
1103,auskämmen,v,0.125,-0.062,0.062
1104,auskauen,v,0.0,-0.75,-0.75
1105,ausklappen,v,0.0,-0.375,-0.375
1106,auslauf,n,0.125,-0.0,0.125
1107,ausleben,n,0.125,-0.062,0.062
1108,ausleger,v,0.25,-0.375,-0.125
1109,ausleihen,n,0.0,-0.125,-0.125
1110,auslöschbar,a,0.312,-0.125,0.188
1111,auslöschen,v,0.062,-0.375,-0.312
1112,auslöser,n,0.0,-0.125,-0.125
1113,ausnahme,n,0.0,-0.562,-0.562
1114,ausnahmslos,r,0.125,-0.25,-0.125
1115,ausnutzen,v,0.25,-0.0,0.25
1116,auspeitschen,n,0.0,-0.375,-0.375
1117,auspressen,v,0.0,-0.125,-0.125
1118,ausprobieren,n,0.25,-0.0,0.25
1119,auspuff,v,0.375,-0.25,0.125
1120,ausputzen,v,0.125,-0.125,0.0
1121,ausrasten,v,0.0,-0.25,-0.25
1122,ausrede,v,0.0,-0.5,-0.5
1123,ausreichend,a,0.25,-0.125,0.125
1124,ausrichten,v,0.062,-0.125,-0.062
1125,ausrottung,n,0.0,-0.5,-0.5
1126,ausruf,a,0.25,-0.25,0.0
1127,ausrufen,v,0.062,-0.312,-0.25
1128,ausruhen,v,0.09300000000000001,-0.14,-0.047
1129,ausrüster,n,0.0,-0.25,-0.25
1130,aussagekraft,n,0.75,-0.125,0.625
1131,aussätzige,n,0.0,-0.375,-0.375
1132,ausschimpfen,v,0.062,-0.375,-0.312
1133,ausschlachten,v,0.0,-0.5,-0.5
1134,ausschlag,n,0.20800000000000002,-0.5,-0.292
1135,ausschließen,v,0.042,-0.083,-0.042
1136,ausschließend,a,0.125,-0.0,0.125
